153/1667 correctness_ratio: 0/1 true_positive_ratio: 0/0 total_correct_ratio: 397/688 = 57.703488372% 12_Group_Group_12_Group_Group_12_578.jpg
154/1667 correctness_ratio: 1/2 true_positive_ratio: 1/1 total_correct_ratio: 398/690 = 57.681159420% 12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_551.jpg
155/1667 correctness_ratio: 4/5 true_positive_ratio: 4/4 total_correct_ratio: 402/695 = 57.841726619% 12_Group_Group_12_Group_Group_12_29.jpg
156/1667 correctness_ratio: 7/7 true_positive_ratio: 7/7 total_correct_ratio: 409/702 = 58.262108262% 12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_211.jpg
157/1667 correctness_ratio: 9/12 true_positive_ratio: 9/12 total_correct_ratio: 418/714 = 58.543417367% 12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_412.jpg
158/1667 correctness_ratio: 15/16 true_positive_ratio: 15/15 total_correct_ratio: 433/730 = 59.315068493% 12_Group_Group_12_Group_Group_12_522.jpg
159/1667 correctness_ratio: 2/3 true_positive_ratio: 2/2 total_correct_ratio: 435/733 = 59.345156889% 12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_759.jpg
160/1667 correctness_ratio: 8/12 true_positive_ratio: 8/11 total_correct_ratio: 443/745 = 59.463087248% 12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_653.jpg
161/1667 correctness_ratio: 8/8 true_positive_ratio: 8/8 total_correct_ratio: 451/753 = 59.893758300% 12_Group_Large_Group_12_Group_Large_Group_12_162.jpg
162/1667 correctness_ratio: 0/1 true_positive_ratio: 0/0 total_correct_ratio: 451/754 = 59.814323607% 12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_67.jpg
163/1667 correctness_ratio: 7/7 true_positive_ratio: 7/28 total_correct_ratio: 458/761 = 60.183968463% 12_Group_Group_12_Group_Group_12_379.jpg
164/1667 correctness_ratio: 0/3 true_positive_ratio: 0/0 total_correct_ratio: 458/764 = 59.947643979% 12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_504.jpg
165/1667 correctness_ratio: 6/8 true_positive_ratio: 6/6 total_correct_ratio: 464/772 = 60.103626943% 12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_330.jpg
166/1667 correctness_ratio: 2/4 true_positive_ratio: 2/2 total_correct_ratio: 466/776 = 60.051546392% 12_Group_Group_12_Group_Group_12_735.jpg
167/1667 correctness_ratio: 0/4 true_positive_ratio: 0/0 total_correct_ratio: 466/780 = 59.743589744% 12_Group_Group_12_Group_Group_12_434.jpg
168/1667 correctness_ratio: 4/5 true_positive_ratio: 4/5 total_correct_ratio: 470/785 = 59.872611465% 12_Group_Group_12_Group_Group_12_823.jpg
169/1667 correctness_ratio: 9/12 true_positive_ratio: 9/9 total_correct_ratio: 479/797 = 60.100376412% 12_Group_Large_Group_12_Group_Large_Group_12_550.jpg
170/1667 correctness_ratio: 5/7 true_positive_ratio: 5/8 total_correct_ratio: 484/804 = 60.199004975% 12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_458.jpg
171/1667 correctness_ratio: 3/5 true_positive_ratio: 3/3 total_correct_ratio: 487/809 = 60.197775031% 12_Group_Team_Organized_Group_12_Group_Team_Organized_Group_12_500.jpg
172/1667 correctness_ratio: 12/12 true_positive_ratio: 12/12 total_correct_ratio: 499/821 = 60.779537150% 12_Group_Group_12_Group_Group_12_179.jpg
173/1667 correctness_ratio: 11/11 true_positive_ratio: 11/11 total_correct_ratio: 510/832 = 61.298076923% 12_Group_Large_Group_12_Group_Large_Group_12_196.jpg
174/1667 correctness_ratio: 1/2 true_positive_ratio: 1/1 total_correct_ratio: 511/834 = 61.270983213% 12_Group_Group_12_Group_Group_12_218.jpg
